0,0,0.1024590164,0.0309402804,1,,,,,,,0
0,1,0.1497005987,0.159291085,0,,,,,,,
0,2,0.1497005987,0.0340900494,0,,,,,,,
0,3,0.0113636364,0.0211293813,0,,,,,,,
0,4,0.0223214286,0.0055345766,0,,,,,,,
1,0,0.0416666667,0.557140885,0,,,,,,,
1,1,0.1497005987,0.1445677289,1,,,,,,,
1,2,0.0147058823,0.1436582165,0,,,,,,,
1,3,0.0113636364,0.1409745598,1,,,,,,,
1,4,0.0135135135,0.1246726101,0,,,,,,,
1,5,0.0166666667,0.1311383039,0,,,,,,,
1,6,0.02,0.3140751924,0,,,,,,,
1,7,0.0208333333,0.052918923,0,,,,,,,
1,8,0.0227272727,0.0122134545,0,,,,,,,
2,0,0.0347222222,0.5416835569,0,,,,,,,
2,1,0.0347222222,0.2742687632,0,,,,,,,
2,2,0.025,0.1372035018,0,,,,,,,
2,3,0.0125,0.0508262245,0,,,,,,,
2,4,0.0128205128,0.0989444475,0,,,,,,,
2,5,0.0113636364,0.1200132054,0,,,,,,,
2,6,0.0166666667,0.1565943776,0,,,,,,,
2,7,0.0227272727,0.3143678074,0,,,,,,,
2,8,0.0333333333,0.2273895476,0,,,,,,,
2,9,0.0257731959,0.3096198067,0,,,,,,,
2,10,0.0416666667,0.2007558537,0,,,,,,,
2,11,0.1086956522,0.2018234927,0,,,,,,,
2,12,0.125,0.175863052,0,,,,,,,
2,13,0.125,0.2946370591,0,,,,,,,
2,14,0.1050420168,0.1325754875,0,,,,,,,
2,15,0.0675675675,0.0149999322,0,,,,,,,
3,0,0.0265957447,1,0,,,,,,,
3,1,0.0149970006,0.4012431221,0,,,,,,,
3,2,0.02,0.1460693069,0,,,,,,,
3,3,0.0192307692,0.2183423498,0,,,,,,,
3,4,0.0208333333,0.2082387784,0,,,,,,,
3,5,0.0166666667,0.2662319226,1,,,,,,,
3,6,0.03125,0.2379127089,0,,,,,,,
3,7,0.0208333333,0.2615243056,0,,,,,,,
3,8,0.03125,0.2667713271,0,,,,,,,
3,9,0.0657894737,0.2499226217,0,,,,,,,
3,10,0.0625,0.2165484718,0,,,,,,,
3,11,0.1428571428,0.1183136039,1,,,,,,,
3,12,0.0454545454,0.2716837268,0,,,,,,,
3,13,0.0454545454,0.2021836049,0,,,,,,,
3,14,0.1315789473,0.1766820876,0,,,,,,,
3,15,0.1666666666,0.1204767114,0,,,,,,,
3,16,0.1612903225,0.0882365998,0,,,,,,,
3,17,0.1315789473,0.0700060165,0,,,,,,,
3,18,0.3472222221,0.039297976,0,,,,,,,
4,0,0.0149970006,0.7601275534,0,,,,,,,
4,1,0.0149970006,0.3645292469,0,,,,,,,
4,2,0.0294117647,0.447925794,0,,,,,,,
4,3,0.03125,0.10769187,0,,,,,,,
4,4,0.0192307692,0.164552742,0,,,,,,,
4,5,0.0301204819,0.2886361124,0,,,,,,,
4,6,0.0373134328,0.4250514153,0,,,,,,,
4,7,0.0333333333,0.3748331426,0,,,,,,,
4,8,0.0416666667,0.3611585225,1,,,,,,,
4,9,0.0714285714,0.1158788847,0,,,,,,,
4,10,0.0833333333,0.3144651866,0,,,,,,,
4,11,0.0625,0.1699420135,0,,,,,,,
4,12,0.1282051282,0.2042385451,0,,,,,,,
4,13,0.1282051282,0.4168975763,0,,,,,,,
4,14,0.1050420168,0.1872052298,1,,,,,,,
4,15,0.125,0.1378679717,0,,,,,,,
4,16,0.0714285714,0.1009244916,0,,,,,,,
4,17,0.1388888888,0.3288723467,0,,,,,,,
4,18,0.1953124999,0.2441022848,0,,,,,,,
4,19,0.1136363636,0.0456634074,0,,,,,,,
4,20,0.1,0.0471759358,0,,,,,,,
4,21,0.1785714285,0.0502833831,0,,,,,,,
5,0,0.0411861614,0.3760079656,0,,,,,,,
5,1,0.04,0.0532074806,0,,,,,,,
5,2,0.0384615384,0.1401616342,0,,,,,,,
5,3,0.0416666667,0.1015359758,0,,,,,,,
5,4,0.0208333333,0.3203757234,0,,,,,,,
5,5,0.0208333333,0.1107621795,0,,,,,,,
5,6,0.0208333333,0.1041461208,0,,,,,,,
5,7,0.0367647059,0.1181924049,0,,,,,,,
5,8,0.0364963503,0.1261107198,0,,,,,,,
5,9,0.1,0.1149957888,0,,,,,,,
5,10,0.0892857142,0.1610984529,0,,,,,,,
5,11,0.0625,0.0716882903,0,,,,,,,
5,12,0.1282051282,0.1859656209,0,,,,,,,
5,13,0.1282051282,0.1133570016,0,,,,,,,
5,14,0.0675675675,0.0463159436,0,,,,,,,
5,15,0.125,0.3246928688,0,,,,,,,
5,16,0.0344827586,0.2562269238,0,,,,,,,
5,17,0.1136363636,0.2087335031,1,,,,,,,
5,18,0.1136363636,0.1194692183,0,,,,,,,
5,19,0.1785714285,0.1995122638,0,,,,,,,
5,20,0.2272727272,0.1280795462,1,,,,,,,
5,21,0.2083333332,0.1656756581,0,,,,,,,
5,22,0.0694444444,0.1494003445,0,,,,,,,
5,23,1,0.074583174,0,,,,,,,
6,0,0.0208333333,0.5650648803,0,,,,,,,
6,1,0.2659574467,0.2253249554,0,,,,,,,
6,2,0.0294117647,0.3983788651,0,,,,,,,
6,3,0.0333333333,0.1417588444,0,,,,,,,
6,4,0.025,0.0754326167,0,,,,,,,
6,5,0.1136363636,0.1245310284,0,,,,,,,
6,6,0.1041666666,0.1149536866,0,,,,,,,
6,7,0.0333333333,0.1143914648,0,,,,,,,
6,8,0.0555555555,0.1955245847,0,,,,,,,
6,9,0.0988142292,0.2298842027,0,,,,,,,
6,10,0.05,0.0489005982,0,,,,,,,
6,11,0.2032520324,0.0311911655,0,,,,,,,
