6,12,0.1851851851,0.1530737846,0,,,,,,,
6,13,1,0.0101868688,0,,,,,,,
6,14,0.1315789473,0.1040944716,0,,,,,,,
6,15,0.125,0.0566479743,0,,,,,,,
6,16,0.1953124999,0.2225528363,0,,,,,,,
6,17,0.1785714285,0.1471718879,0,,,,,,,
6,18,0.1666666666,0.3240412873,0,,,,,,,
6,19,0.1999999999,0.0512283911,0,,,,,,,
6,20,0.2499999999,0.0698371304,0,,,,,,,
6,21,0.2499999999,0.0998089267,0,,,,,,,
6,22,0.1,0.0819575018,0,,,,,,,
6,23,0.2777777777,0.0923946448,1,,,,,,,
6,24,0.2777777777,0.0689758971,0,,,,,,,
6,25,0.357142857,0.0602593113,0,,,,,,,
6,26,0.3124999999,7.637585858E-07,0,,,,,,,
6,27,0.0847457627,2.816359785E-06,0,,,,,,,
7,0,0.3378378377,0.3238095247,0,,,,,,,
7,1,0.2659574467,0.2747878708,0,,,,,,,
7,2,0.037037037,0.1248084159,0,,,,,,,
7,3,0.0416666667,0.080784655,0,,,,,,,
7,4,0.0625,0.0708061491,0,,,,,,,
7,5,0.1136363636,0.083679491,0,,,,,,,
7,6,0.0714285714,0.1113421587,0,,,,,,,
7,7,0.0862068965,0.3339352069,0,,,,,,,
7,8,0.2272727272,0.0690390981,0,,,,,,,
7,9,0.0781249999,0.3086684499,0,,,,,,,
7,10,0.1562499999,0.1467100049,0,,,,,,,
7,11,0.1999999999,0.1001452191,0,,,,,,,
7,12,0.1612903225,0.2110012455,0,,,,,,,
7,13,0.1136363636,0.1675459119,0,,,,,,,
7,14,0.1612903225,0.1094920013,0,,,,,,,
7,15,0.125,0.0847924782,0,,,,,,,
7,16,0.2941176469,0.1595633459,0,,,,,,,
7,17,0.2499999999,0.0291326166,0,,,,,,,
7,18,0.3472222221,0.2782742187,0,,,,,,,
7,19,0.2941176469,0.0754448846,0,,,,,,,
7,20,0.8928571424,0.0523826499,0,,,,,,,
7,21,0.3333333332,0.0524461087,0,,,,,,,
7,22,0.1999999999,0.3131403042,0,,,,,,,
7,23,0.2272727272,0.0897484122,0,,,,,,,
7,24,0.2272727272,0.0732607737,0,,,,,,,
7,25,0.2525252524,0.14988093,0,,,,,,,
7,26,0.0609756097,0.1076041332,0,,,,,,,
7,27,0.0555555555,0.0842697809,1,,,,,,,
